CRM ID,Analysis Method,Element,Unit,Certified Value,1SD
OREAS 234,Laser Ablation ICP-MS,Sc,ppm,39.3,IND
OREAS 234,Laser Ablation ICP-MS,Zn,ppm,140,IND
OREAS 234,Laser Ablation ICP-MS,Ge,ppm,1.475,IND
OREAS 234,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 234,Laser Ablation ICP-MS,Zr,ppm,64.5,IND
OREAS 234b,Pb Fire Assay,Pd,ppb,18.56252667,IND
OREAS 234b,Pb Fire Assay,Pt,ppb,10.01206667,IND
OREAS 234b,4-Acid Digestion,B,ppm,47.63333333,IND
OREAS 234b,4-Acid Digestion,Re,ppm,0.003060606,IND
OREAS 234b,4-Acid Digestion,Hg,ppm,0.047033333,IND
OREAS 234b,4-Acid Digestion,Se,ppm,0.986334722,IND
OREAS 234b,Aqua Regia Digestion,Hg,ppm,0.048113889,IND
OREAS 234b,Aqua Regia Digestion,Pd,ppb,16.05555556,IND
OREAS 234b,Aqua Regia Digestion,Se,ppm,0.655826333,IND
OREAS 234b,Aqua Regia Digestion,Ir,ppm,< 0.003,IND
OREAS 234b,Aqua Regia Digestion,Pt,ppb,7.76625,IND
OREAS 234b,Aqua Regia Digestion,Si,wt.%,0.092961917,IND
OREAS 234b,Aqua Regia Digestion,Nb,ppm,0.1219674,IND
OREAS 234b,Aqua Regia Digestion,Re,ppm,0.002560606,IND
OREAS 234b,Borate Fusion XRF,Al2O3,wt.%,12.81,IND
OREAS 234b,Borate Fusion XRF,MgO,wt.%,6.43,IND
OREAS 234b,Borate Fusion XRF,S,wt.%,0.333374625,IND
OREAS 234b,Borate Fusion XRF,CaO,wt.%,8.94,IND
OREAS 234b,Borate Fusion XRF,MnO,wt.%,0.18,IND
OREAS 234b,Borate Fusion XRF,SiO2,wt.%,52.19,IND
OREAS 234b,Borate Fusion XRF,Fe2O3,wt.%,11.615,IND
OREAS 234b,Borate Fusion XRF,Na2O,wt.%,2.605,IND
OREAS 234b,Borate Fusion XRF,TiO2,wt.%,1.0365,IND
OREAS 234b,Borate Fusion XRF,K2O,wt.%,0.673,IND
OREAS 234b,Borate Fusion XRF,P2O5,wt.%,0.095,IND
OREAS 234b,Thermogravimetry,LOI1000,wt.%,3.13,IND
OREAS 234b,Infrared Combustion,C,wt.%,0.14,IND
OREAS 234b,Infrared Combustion,S,wt.%,0.375,IND
OREAS 234b,Laser Ablation ICP-MS,Ag,ppm,0.35,IND
OREAS 234b,Laser Ablation ICP-MS,Hf,ppm,1.87,IND
OREAS 234b,Laser Ablation ICP-MS,Sm,ppm,2.475,IND
OREAS 234b,Laser Ablation ICP-MS,As,ppm,63.3,IND
OREAS 234b,Laser Ablation ICP-MS,Ho,ppm,0.8,IND
OREAS 234b,Laser Ablation ICP-MS,Sn,ppm,1,IND
OREAS 234b,Laser Ablation ICP-MS,Ba,ppm,286.5,IND
OREAS 234b,Laser Ablation ICP-MS,In,ppm,0.05,IND
OREAS 234b,Laser Ablation ICP-MS,Sr,ppm,188,IND
OREAS 234b,Laser Ablation ICP-MS,Be,ppm,0.6,IND
OREAS 234b,Laser Ablation ICP-MS,La,ppm,5.63,IND
OREAS 234b,Laser Ablation ICP-MS,Ta,ppm,0.235,IND
OREAS 234b,Laser Ablation ICP-MS,Bi,ppm,0.06,IND
OREAS 234b,Laser Ablation ICP-MS,Lu,ppm,0.325,IND
OREAS 234b,Laser Ablation ICP-MS,Tb,ppm,0.565,IND
OREAS 234b,Laser Ablation ICP-MS,Cd,ppm,0.7,IND
OREAS 234b,Laser Ablation ICP-MS,Mn,wt.%,0.1565,IND
OREAS 234b,Laser Ablation ICP-MS,Te,ppm,< 0.2,IND
OREAS 234b,Laser Ablation ICP-MS,Ce,ppm,12.55,IND
OREAS 234b,Laser Ablation ICP-MS,Mo,ppm,2.4,IND
OREAS 234b,Laser Ablation ICP-MS,Th,ppm,1.01,IND
OREAS 234b,Laser Ablation ICP-MS,Co,ppm,43.9,IND
OREAS 234b,Laser Ablation ICP-MS,Nb,ppm,3.615,IND
OREAS 234b,Laser Ablation ICP-MS,Ti,wt.%,0.618,IND
OREAS 234b,Laser Ablation ICP-MS,Cr,ppm,167,IND
OREAS 234b,Laser Ablation ICP-MS,Nd,ppm,8.525,IND
OREAS 234b,Laser Ablation ICP-MS,Tl,ppm,< 0.2,IND
OREAS 234b,Laser Ablation ICP-MS,Cs,ppm,0.91,IND
OREAS 234b,Laser Ablation ICP-MS,Ni,ppm,102,IND
OREAS 234b,Laser Ablation ICP-MS,Tm,ppm,0.35,IND
OREAS 234b,Laser Ablation ICP-MS,Cu,ppm,167,IND
OREAS 234b,Laser Ablation ICP-MS,Pb,ppm,26.5,IND
OREAS 234b,Laser Ablation ICP-MS,U,ppm,0.31,IND
OREAS 234b,Laser Ablation ICP-MS,Dy,ppm,3.6,IND
OREAS 234b,Laser Ablation ICP-MS,Pr,ppm,1.845,IND
OREAS 234b,Laser Ablation ICP-MS,V,ppm,268,IND
OREAS 234b,Laser Ablation ICP-MS,Er,ppm,2.37,IND
OREAS 234b,Laser Ablation ICP-MS,Rb,ppm,14.5,IND
OREAS 234b,Laser Ablation ICP-MS,W,ppm,32.75,IND
OREAS 234b,Laser Ablation ICP-MS,Eu,ppm,0.885,IND
OREAS 234b,Laser Ablation ICP-MS,Re,ppm,0.0125,IND
OREAS 234b,Laser Ablation ICP-MS,Y,ppm,20.1,IND
OREAS 234b,Laser Ablation ICP-MS,Ga,ppm,14.65,IND
OREAS 234b,Laser Ablation ICP-MS,Sb,ppm,1.5,IND
OREAS 234b,Laser Ablation ICP-MS,Yb,ppm,2.25,IND
OREAS 234b,Laser Ablation ICP-MS,Gd,ppm,3.12,IND
OREAS 234b,Laser Ablation ICP-MS,Sc,ppm,38,IND
OREAS 234b,Laser Ablation ICP-MS,Zn,ppm,172.5,IND
OREAS 234b,Laser Ablation ICP-MS,Ge,ppm,1.425,IND
OREAS 234b,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 234b,Laser Ablation ICP-MS,Zr,ppm,65.25,IND
OREAS 235,Pb Fire Assay,Pd,ppb,< 5,IND
OREAS 235,Pb Fire Assay,Pt,ppb,< 5,IND
OREAS 235,X-ray Photon Assay,Au,ppm,1.585,IND
OREAS 235,Aqua Regia Digestion,B,ppm,< 10,IND
OREAS 235,Aqua Regia Digestion,Pt,ppb,< 5,IND
OREAS 235,Aqua Regia Digestion,Ta,ppm,< 0.01,IND
OREAS 235,Aqua Regia Digestion,Hg,ppm,0.00847619,IND
OREAS 235,Aqua Regia Digestion,Re,ppm,< 0.001,IND
OREAS 235,Aqua Regia Digestion,Te,ppm,0.017045455,IND
OREAS 235,Aqua Regia Digestion,Nd,ppm,27.98662956,IND
OREAS 235,Aqua Regia Digestion,Se,ppm,0.155952381,IND
OREAS 235,Aqua Regia Digestion,Tm,ppm,0.141999315,IND
OREAS 235,Aqua Regia Digestion,Pd,ppb,< 10,IND
OREAS 235,Aqua Regia Digestion,Si,wt.%,0.0485,IND
OREAS 235,Borate Fusion XRF,Al2O3,wt.%,14.985,IND
OREAS 235,Borate Fusion XRF,MgO,wt.%,2.685,IND
OREAS 235,Borate Fusion XRF,SiO2,wt.%,67.435,IND
OREAS 235,Borate Fusion XRF,CaO,wt.%,1.07,IND
OREAS 235,Borate Fusion XRF,MnO,wt.%,0.05,IND
OREAS 235,Borate Fusion XRF,SO3,wt.%,0.199,IND
OREAS 235,Borate Fusion XRF,Fe2O3,wt.%,5.83,IND
OREAS 235,Borate Fusion XRF,Na2O,wt.%,0.955,IND
OREAS 235,Borate Fusion XRF,TiO2,wt.%,0.84,IND
OREAS 235,Borate Fusion XRF,K2O,wt.%,3.39,IND
OREAS 235,Borate Fusion XRF,P2O5,wt.%,0.1355,IND
OREAS 235,4-Acid Digestion,As,ppm,348,IND
OREAS 235,4-Acid Digestion,Cr,ppm,206.8333333,IND
OREAS 235,4-Acid Digestion,Sb,ppm,301.6666667,IND
OREAS 235,4-Acid Digestion,B,ppm,82.66666667,IND
OREAS 235,4-Acid Digestion,Cu,ppm,65.83333333,IND
OREAS 235,4-Acid Digestion,Se,ppm,< 40,IND
OREAS 235,4-Acid Digestion,Ba,ppm,754.2,IND
OREAS 235,4-Acid Digestion,Ge,ppm,< 10,IND
OREAS 235,4-Acid Digestion,Sn,ppm,39.5,IND
OREAS 235,4-Acid Digestion,Be,ppm,< 1,IND
OREAS 235,4-Acid Digestion,Li,ppm,37,IND
OREAS 235,4-Acid Digestion,Sr,ppm,113.8,IND
OREAS 235,4-Acid Digestion,Bi,ppm,23.33333333,IND
OREAS 235,4-Acid Digestion,Mo,ppm,6.833333333,IND
OREAS 235,4-Acid Digestion,Y,ppm,25.5,IND
OREAS 235,4-Acid Digestion,Cd,ppm,8.166666667,IND
OREAS 235,4-Acid Digestion,Nb,ppm,6.166666667,IND
OREAS 235,4-Acid Digestion,Zn,ppm,125.5,IND
OREAS 235,4-Acid Digestion,Co,ppm,48.33333333,IND
OREAS 235,4-Acid Digestion,Ni,ppm,80.16666667,IND
OREAS 235,Thermogravimetry,LOI1000,wt.%,2.39,IND
OREAS 235,Infrared Combustion,C,wt.%,0.06,IND
OREAS 235,Infrared Combustion,S,wt.%,0.085,IND
OREAS 235,Laser Ablation ICP-MS,Ag,ppm,0.15,IND
OREAS 235,Laser Ablation ICP-MS,Hf,ppm,6.225,IND
OREAS 235,Laser Ablation ICP-MS,Sm,ppm,7.09,IND
OREAS 235,Laser Ablation ICP-MS,As,ppm,342,IND
OREAS 235,Laser Ablation ICP-MS,Ho,ppm,1.185,IND
OREAS 235,Laser Ablation ICP-MS,Sn,ppm,4.6,IND
OREAS 235,Laser Ablation ICP-MS,Ba,ppm,710,IND
OREAS 235,Laser Ablation ICP-MS,In,ppm,0.05,IND
OREAS 235,Laser Ablation ICP-MS,Sr,ppm,97.4,IND
OREAS 235,Laser Ablation ICP-MS,Be,ppm,2.4,IND
OREAS 235,Laser Ablation ICP-MS,La,ppm,41.1,IND
OREAS 235,Laser Ablation ICP-MS,Ta,ppm,1.255,IND
OREAS 235,Laser Ablation ICP-MS,Bi,ppm,0.34,IND
OREAS 235,Laser Ablation ICP-MS,Lu,ppm,0.485,IND
OREAS 235,Laser Ablation ICP-MS,Tb,ppm,0.97,IND
OREAS 235,Laser Ablation ICP-MS,Cd,ppm,0.15,IND
OREAS 235,Laser Ablation ICP-MS,Mn,wt.%,0.03455,IND
OREAS 235,Laser Ablation ICP-MS,Te,ppm,< 0.2,IND
OREAS 235,Laser Ablation ICP-MS,Ce,ppm,79.55,IND
OREAS 235,Laser Ablation ICP-MS,Mo,ppm,0.7,IND
OREAS 235,Laser Ablation ICP-MS,Th,ppm,15.85,IND
OREAS 235,Laser Ablation ICP-MS,Co,ppm,14.65,IND
OREAS 235,Laser Ablation ICP-MS,Nb,ppm,15.7,IND
OREAS 235,Laser Ablation ICP-MS,Ti,wt.%,0.4995,IND
OREAS 235,Laser Ablation ICP-MS,Cr,ppm,153.5,IND
OREAS 235,Laser Ablation ICP-MS,Nd,ppm,35.55,IND
OREAS 235,Laser Ablation ICP-MS,Tl,ppm,1,IND
OREAS 235,Laser Ablation ICP-MS,Cs,ppm,9.265,IND
OREAS 235,Laser Ablation ICP-MS,Ni,ppm,67,IND
OREAS 235,Laser Ablation ICP-MS,Tm,ppm,0.52,IND
OREAS 235,Laser Ablation ICP-MS,Cu,ppm,28,IND
OREAS 235,Laser Ablation ICP-MS,Pb,ppm,19.5,IND
OREAS 235,Laser Ablation ICP-MS,U,ppm,3.01,IND
OREAS 235,Laser Ablation ICP-MS,Dy,ppm,5.665,IND
OREAS 235,Laser Ablation ICP-MS,Pr,ppm,9.365,IND
OREAS 235,Laser Ablation ICP-MS,V,ppm,108.5,IND
OREAS 235,Laser Ablation ICP-MS,Er,ppm,3.405,IND
OREAS 235,Laser Ablation ICP-MS,Rb,ppm,165.5,IND
OREAS 235,Laser Ablation ICP-MS,W,ppm,2.5,IND
OREAS 235,Laser Ablation ICP-MS,Eu,ppm,1.37,IND
OREAS 235,Laser Ablation ICP-MS,Re,ppm,< 0.01,IND
OREAS 235,Laser Ablation ICP-MS,Y,ppm,31.35,IND
OREAS 235,Laser Ablation ICP-MS,Ga,ppm,19.65,IND
OREAS 235,Laser Ablation ICP-MS,Sb,ppm,339,IND
OREAS 235,Laser Ablation ICP-MS,Yb,ppm,3.265,IND
OREAS 235,Laser Ablation ICP-MS,Gd,ppm,6.035,IND
OREAS 235,Laser Ablation ICP-MS,Sc,ppm,14.7,IND
OREAS 235,Laser Ablation ICP-MS,Zn,ppm,97.5,IND
OREAS 235,Laser Ablation ICP-MS,Ge,ppm,1.7,IND
OREAS 235,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 235,Laser Ablation ICP-MS,Zr,ppm,221,IND
OREAS 235b,Pb Fire Assay,Pd,ppb,0.71898,IND
OREAS 235b,Pb Fire Assay,Pt,ppb,0.522463333,IND
OREAS 235b,4-Acid Digestion,Au,ppm,1.711173333,IND
OREAS 235b,4-Acid Digestion,Hg,ppm,0.025383333,IND
OREAS 235b,4-Acid Digestion,Rh,ppm,0.0025,IND
OREAS 235b,4-Acid Digestion,B,ppm,30.55833333,IND
OREAS 235b,4-Acid Digestion,Ir,ppm,0.002366667,IND
OREAS 235b,4-Acid Digestion,Ru,ppm,0.002383333,IND
OREAS 235b,4-Acid Digestion,Cd,ppm,0.088371158,IND
OREAS 235b,4-Acid Digestion,Pd,ppb,58.25,IND
OREAS 235b,4-Acid Digestion,Se,ppm,0.793047222,IND
OREAS 235b,4-Acid Digestion,Ge,ppm,0.206664815,IND
OREAS 235b,4-Acid Digestion,Pt,ppb,7.716666667,IND
OREAS 235b,4-Acid Digestion,Te,ppm,0.055266667,IND
OREAS 235b,Aqua Regia Digestion,B,ppm,15.93720833,IND
OREAS 235b,Aqua Regia Digestion,Ir,ppm,< 0.0016,IND
OREAS 235b,Aqua Regia Digestion,Se,ppm,0.234652333,IND
OREAS 235b,Aqua Regia Digestion,Dy,ppm,2.143662284,IND
OREAS 235b,Aqua Regia Digestion,Nd,ppm,24.02046068,IND
OREAS 235b,Aqua Regia Digestion,Si,wt.%,0.47685,IND
OREAS 235b,Aqua Regia Digestion,Er,ppm,0.977786134,IND
OREAS 235b,Aqua Regia Digestion,Pd,ppb,37.25,IND
OREAS 235b,Aqua Regia Digestion,Sm,ppm,4.420484205,IND
OREAS 235b,Aqua Regia Digestion,Eu,ppm,0.622912162,IND
OREAS 235b,Aqua Regia Digestion,Pr,ppm,6.484451392,IND
OREAS 235b,Aqua Regia Digestion,Tb,ppm,0.505435394,IND
OREAS 235b,Aqua Regia Digestion,Gd,ppm,4.145757025,IND
OREAS 235b,Aqua Regia Digestion,Pt,ppb,2.3,IND
OREAS 235b,Aqua Regia Digestion,Te,ppm,0.028951852,IND
OREAS 235b,Aqua Regia Digestion,Hg,ppm,0.012911111,IND
OREAS 235b,Aqua Regia Digestion,Rh,ppm,0.000833333,IND
OREAS 235b,Aqua Regia Digestion,Tm,ppm,0.123435249,IND
OREAS 235b,Aqua Regia Digestion,Ho,ppm,0.361908054,IND
OREAS 235b,Aqua Regia Digestion,Ru,ppm,< 0.0065,IND
OREAS 235b,Borate Fusion XRF,Al2O3,wt.%,15.025,IND
OREAS 235b,Borate Fusion XRF,MgO,wt.%,3.01,IND
OREAS 235b,Borate Fusion XRF,SiO2,wt.%,66.805,IND
OREAS 235b,Borate Fusion XRF,CaO,wt.%,1.21,IND
OREAS 235b,Borate Fusion XRF,MnO,wt.%,0.05,IND
OREAS 235b,Borate Fusion XRF,SO3,wt.%,0.3565,IND
OREAS 235b,Borate Fusion XRF,Fe2O3,wt.%,6.06,IND
OREAS 235b,Borate Fusion XRF,Na2O,wt.%,1.04,IND
OREAS 235b,Borate Fusion XRF,TiO2,wt.%,0.865,IND
OREAS 235b,Borate Fusion XRF,K2O,wt.%,3.44,IND
OREAS 235b,Borate Fusion XRF,P2O5,wt.%,0.174,IND
OREAS 235b,Thermogravimetry,LOI1000,wt.%,2.145,IND
OREAS 235b,Infrared Combustion,C,wt.%,0.065,IND
OREAS 235b,Infrared Combustion,S,wt.%,0.134166667,IND
OREAS 235b,Laser Ablation ICP-MS,Ag,ppm,0.2,IND
OREAS 235b,Laser Ablation ICP-MS,Hf,ppm,6.375,IND
OREAS 235b,Laser Ablation ICP-MS,Sm,ppm,7.335,IND
OREAS 235b,Laser Ablation ICP-MS,As,ppm,363.5,IND
OREAS 235b,Laser Ablation ICP-MS,Ho,ppm,1.185,IND
OREAS 235b,Laser Ablation ICP-MS,Sn,ppm,3.8,IND
OREAS 235b,Laser Ablation ICP-MS,Ba,ppm,692.5,IND
OREAS 235b,Laser Ablation ICP-MS,In,ppm,0.0625,IND
OREAS 235b,Laser Ablation ICP-MS,Sr,ppm,148,IND
OREAS 235b,Laser Ablation ICP-MS,Be,ppm,3,IND
OREAS 235b,Laser Ablation ICP-MS,La,ppm,42.3,IND
OREAS 235b,Laser Ablation ICP-MS,Ta,ppm,1.335,IND
OREAS 235b,Laser Ablation ICP-MS,Bi,ppm,0.37,IND
OREAS 235b,Laser Ablation ICP-MS,Lu,ppm,0.49,IND
OREAS 235b,Laser Ablation ICP-MS,Tb,ppm,0.99,IND
OREAS 235b,Laser Ablation ICP-MS,Cd,ppm,0.2,IND
OREAS 235b,Laser Ablation ICP-MS,Mn,wt.%,0.044,IND
OREAS 235b,Laser Ablation ICP-MS,Te,ppm,< 0.2,IND
OREAS 235b,Laser Ablation ICP-MS,Ce,ppm,82.7,IND
OREAS 235b,Laser Ablation ICP-MS,Mo,ppm,1.2,IND
OREAS 235b,Laser Ablation ICP-MS,Th,ppm,15.65,IND
OREAS 235b,Laser Ablation ICP-MS,Co,ppm,18.75,IND
OREAS 235b,Laser Ablation ICP-MS,Nb,ppm,17.7,IND
OREAS 235b,Laser Ablation ICP-MS,Ti,wt.%,0.519,IND
OREAS 235b,Laser Ablation ICP-MS,Cr,ppm,151.5,IND
OREAS 235b,Laser Ablation ICP-MS,Nd,ppm,37.95,IND
OREAS 235b,Laser Ablation ICP-MS,Tl,ppm,0.4,IND
OREAS 235b,Laser Ablation ICP-MS,Cs,ppm,9.94,IND
OREAS 235b,Laser Ablation ICP-MS,Ni,ppm,71,IND
OREAS 235b,Laser Ablation ICP-MS,Tm,ppm,0.525,IND
OREAS 235b,Laser Ablation ICP-MS,Cu,ppm,31,IND
OREAS 235b,Laser Ablation ICP-MS,Pb,ppm,21,IND
OREAS 235b,Laser Ablation ICP-MS,U,ppm,3.23,IND
OREAS 235b,Laser Ablation ICP-MS,Dy,ppm,5.715,IND
OREAS 235b,Laser Ablation ICP-MS,Pr,ppm,10.15,IND
OREAS 235b,Laser Ablation ICP-MS,V,ppm,115.5,IND
OREAS 235b,Laser Ablation ICP-MS,Er,ppm,3.375,IND
OREAS 235b,Laser Ablation ICP-MS,Rb,ppm,164.5,IND
OREAS 235b,Laser Ablation ICP-MS,W,ppm,3,IND
OREAS 235b,Laser Ablation ICP-MS,Eu,ppm,1.41,IND
OREAS 235b,Laser Ablation ICP-MS,Re,ppm,< 0.01,IND
OREAS 235b,Laser Ablation ICP-MS,Y,ppm,31.4,IND
OREAS 235b,Laser Ablation ICP-MS,Ga,ppm,19.6,IND
OREAS 235b,Laser Ablation ICP-MS,Sb,ppm,345.5,IND
OREAS 235b,Laser Ablation ICP-MS,Yb,ppm,3.37,IND
OREAS 235b,Laser Ablation ICP-MS,Gd,ppm,6.205,IND
OREAS 235b,Laser Ablation ICP-MS,Sc,ppm,15.35,IND
OREAS 235b,Laser Ablation ICP-MS,Zn,ppm,100,IND
OREAS 235b,Laser Ablation ICP-MS,Ge,ppm,1.55,IND
OREAS 235b,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 235b,Laser Ablation ICP-MS,Zr,ppm,232.5,IND
OREAS 236,4-Acid Digestion,Ge,ppm,0.122592593,IND
OREAS 236,4-Acid Digestion,Hg,ppm,< 2,IND
OREAS 236,Aqua Regia Digestion,Pd,ppb,< 10,IND
OREAS 236,Aqua Regia Digestion,Pt,ppb,9.8,IND
OREAS 236,Borate Fusion XRF,Al2O3,wt.%,12.665,IND
OREAS 236,Borate Fusion XRF,Fe2O3,wt.%,11.81,IND
OREAS 236,Borate Fusion XRF,S,wt.%,0.44249725,IND
OREAS 236,Borate Fusion XRF,As,ppm,70,IND
OREAS 236,Borate Fusion XRF,K2O,wt.%,0.6685,IND
OREAS 236,Borate Fusion XRF,SiO2,wt.%,52.785,IND
OREAS 236,Borate Fusion XRF,BaO,ppm,285,IND
OREAS 236,Borate Fusion XRF,MgO,wt.%,5.85,IND
OREAS 236,Borate Fusion XRF,Sn,ppm,7.5,IND
OREAS 236,Borate Fusion XRF,CaO,wt.%,8.555,IND
OREAS 236,Borate Fusion XRF,MnO,wt.%,0.1765,IND
OREAS 236,Borate Fusion XRF,Sr,ppm,126.8391679,IND
OREAS 236,Borate Fusion XRF,Cl,ppm,2705,IND
OREAS 236,Borate Fusion XRF,Na2O,wt.%,2.895,IND
OREAS 236,Borate Fusion XRF,TiO2,wt.%,1.102,IND
OREAS 236,Borate Fusion XRF,Co,ppm,50,IND
OREAS 236,Borate Fusion XRF,Ni,ppm,75,IND
OREAS 236,Borate Fusion XRF,V2O5,ppm,570,IND
OREAS 236,Borate Fusion XRF,Cr2O3,ppm,145,IND
OREAS 236,Borate Fusion XRF,P2O5,wt.%,0.1095,IND
OREAS 236,Borate Fusion XRF,Zn,ppm,155,IND
OREAS 236,Borate Fusion XRF,Cu,ppm,185,IND
OREAS 236,Borate Fusion XRF,Pb,ppm,35,IND
OREAS 236,Borate Fusion XRF,Zr,ppm,77.73381,IND
OREAS 236,Thermogravimetry,LOI1000,wt.%,3.27,IND
OREAS 236,Infrared Combustion,C,wt.%,0.195,IND
OREAS 236,Infrared Combustion,S,wt.%,0.38,IND
OREAS 236,Laser Ablation ICP-MS,Ag,ppm,0.5,IND
OREAS 236,Laser Ablation ICP-MS,Hf,ppm,2.105,IND
OREAS 236,Laser Ablation ICP-MS,Sm,ppm,2.785,IND
OREAS 236,Laser Ablation ICP-MS,As,ppm,66.5,IND
OREAS 236,Laser Ablation ICP-MS,Ho,ppm,0.92,IND
OREAS 236,Laser Ablation ICP-MS,Sn,ppm,1.1,IND
OREAS 236,Laser Ablation ICP-MS,Ba,ppm,258,IND
OREAS 236,Laser Ablation ICP-MS,In,ppm,0.075,IND
OREAS 236,Laser Ablation ICP-MS,Sr,ppm,95.2,IND
OREAS 236,Laser Ablation ICP-MS,Be,ppm,0.35,IND
OREAS 236,Laser Ablation ICP-MS,La,ppm,6.12,IND
OREAS 236,Laser Ablation ICP-MS,Ta,ppm,0.27,IND
OREAS 236,Laser Ablation ICP-MS,Bi,ppm,0.06,IND
OREAS 236,Laser Ablation ICP-MS,Lu,ppm,0.37,IND
OREAS 236,Laser Ablation ICP-MS,Tb,ppm,0.63,IND
OREAS 236,Laser Ablation ICP-MS,Cd,ppm,0.7,IND
OREAS 236,Laser Ablation ICP-MS,Mn,wt.%,0.14,IND
OREAS 236,Laser Ablation ICP-MS,Te,ppm,< 0.2,IND
OREAS 236,Laser Ablation ICP-MS,Ce,ppm,13.65,IND
OREAS 236,Laser Ablation ICP-MS,Mo,ppm,1.6,IND
OREAS 236,Laser Ablation ICP-MS,Th,ppm,1.12,IND
OREAS 236,Laser Ablation ICP-MS,Co,ppm,44.4,IND
OREAS 236,Laser Ablation ICP-MS,Nb,ppm,3.795,IND
OREAS 236,Laser Ablation ICP-MS,Ti,wt.%,0.659,IND
OREAS 236,Laser Ablation ICP-MS,Cr,ppm,102.5,IND
OREAS 236,Laser Ablation ICP-MS,Nd,ppm,9.535,IND
OREAS 236,Laser Ablation ICP-MS,Tl,ppm,< 0.2,IND
OREAS 236,Laser Ablation ICP-MS,Cs,ppm,1,IND
OREAS 236,Laser Ablation ICP-MS,Ni,ppm,75,IND
OREAS 236,Laser Ablation ICP-MS,Tm,ppm,0.375,IND
OREAS 236,Laser Ablation ICP-MS,Cu,ppm,172,IND
OREAS 236,Laser Ablation ICP-MS,Pb,ppm,33,IND
OREAS 236,Laser Ablation ICP-MS,U,ppm,0.375,IND
OREAS 236,Laser Ablation ICP-MS,Dy,ppm,4.075,IND
OREAS 236,Laser Ablation ICP-MS,Pr,ppm,2.07,IND
OREAS 236,Laser Ablation ICP-MS,V,ppm,299.5,IND
OREAS 236,Laser Ablation ICP-MS,Er,ppm,2.595,IND
OREAS 236,Laser Ablation ICP-MS,Rb,ppm,14.1,IND
OREAS 236,Laser Ablation ICP-MS,W,ppm,32.75,IND
OREAS 236,Laser Ablation ICP-MS,Eu,ppm,0.99,IND
OREAS 236,Laser Ablation ICP-MS,Re,ppm,< 0.01,IND
OREAS 236,Laser Ablation ICP-MS,Y,ppm,22.95,IND
OREAS 236,Laser Ablation ICP-MS,Ga,ppm,15.8,IND
OREAS 236,Laser Ablation ICP-MS,Sb,ppm,1.85,IND
OREAS 236,Laser Ablation ICP-MS,Yb,ppm,2.53,IND
OREAS 236,Laser Ablation ICP-MS,Gd,ppm,3.52,IND
OREAS 236,Laser Ablation ICP-MS,Sc,ppm,39.5,IND
OREAS 236,Laser Ablation ICP-MS,Zn,ppm,152.5,IND
OREAS 236,Laser Ablation ICP-MS,Ge,ppm,1.425,IND
OREAS 236,Laser Ablation ICP-MS,Se,ppm,< 5,IND
OREAS 236,Laser Ablation ICP-MS,Zr,ppm,72,IND
OREAS 237,Pb Fire Assay,Pd,ppb,< 5,IND
OREAS 237,Pb Fire Assay,Pt,ppb,< 5,IND
OREAS 237,X-ray Photon Assay,Au,ppm,2.24,IND
OREAS 237,Aqua Regia Digestion,B,ppm,< 10,IND
OREAS 237,Aqua Regia Digestion,Pt,ppb,< 5,IND
OREAS 237,Aqua Regia Digestion,Ta,ppm,< 0.01,IND
OREAS 237,Aqua Regia Digestion,Hg,ppm,0.009028571,IND
OREAS 237,Aqua Regia Digestion,Re,ppm,< 0.001,IND
OREAS 237,Aqua Regia Digestion,Te,ppm,0.01725,IND
OREAS 237,Aqua Regia Digestion,Nb,ppm,0.315461653,IND
OREAS 237,Aqua Regia Digestion,Se,ppm,0.206851852,IND
OREAS 237,Aqua Regia Digestion,Tm,ppm,0.161125238,IND
OREAS 237,Aqua Regia Digestion,Pd,ppb,< 10,IND
OREAS 237,Aqua Regia Digestion,Si,wt.%,0.053083333,IND
OREAS 237,Borate Fusion XRF,Al2O3,wt.%,14.835,IND
OREAS 237,Borate Fusion XRF,MgO,wt.%,2.67,IND
OREAS 237,Borate Fusion XRF,SiO2,wt.%,67.575,IND
OREAS 237,Borate Fusion XRF,CaO,wt.%,1.075,IND
OREAS 237,Borate Fusion XRF,MnO,wt.%,0.05,IND
OREAS 237,Borate Fusion XRF,SO3,wt.%,0.2575,IND
OREAS 237,Borate Fusion XRF,Fe2O3,wt.%,5.795,IND
OREAS 237,Borate Fusion XRF,Na2O,wt.%,0.945,IND
OREAS 237,Borate Fusion XRF,TiO2,wt.%,0.835,IND
OREAS 237,Borate Fusion XRF,K2O,wt.%,3.385,IND
OREAS 237,Borate Fusion XRF,P2O5,wt.%,0.135,IND
OREAS 237,4-Acid Digestion,As,ppm,462.1666667,IND
OREAS 237,4-Acid Digestion,Cr,ppm,225.8333333,IND
OREAS 237,4-Acid Digestion,Sb,ppm,410,IND
OREAS 237,4-Acid Digestion,B,ppm,81.16666667,IND
OREAS 237,4-Acid Digestion,Cu,ppm,59.5,IND
OREAS 237,4-Acid Digestion,Se,ppm,< 40,IND
OREAS 237,4-Acid Digestion,Ba,ppm,778.6666667,IND
